,2,27,36,37
26484,0.23529411764705882,1.0,0.0,0.0
53473,1.0,1.0,0.0,0.0
19804,0.8823529411764706,0.08,0.0,0.0
132932,0.8823529411764706,0.12,0.0,0.0
66181,0.23529411764705882,1.0,0.0,0.0
96825,0.8823529411764706,0.0,0.99,1.0
71288,0.9411764705882353,0.02,0.0,0.0
90494,0.7058823529411764,0.09,1.0,1.0
80692,0.23529411764705882,1.0,0.0,0.0
122133,0.23529411764705882,1.0,0.0,0.0
106503,0.23529411764705882,0.1,0.0,0.0
60704,0.7058823529411764,0.05,1.0,1.0
18736,0.23529411764705882,1.0,0.0,0.0
9221,0.8823529411764706,1.0,0.0,0.0
132969,0.7058823529411764,0.05,1.0,1.0
132322,0.23529411764705882,1.0,0.0,0.0
6381,0.7058823529411764,1.0,1.0,1.0
55565,0.23529411764705882,1.0,0.0,0.0
130349,0.23529411764705882,1.0,0.0,0.0
115857,0.8823529411764706,1.0,0.0,0.0
18306,0.7058823529411764,0.07,1.0,1.0
60851,0.23529411764705882,1.0,0.0,0.0
56383,0.8823529411764706,1.0,0.0,0.0
111409,0.23529411764705882,1.0,0.0,0.0
16476,0.23529411764705882,1.0,0.0,0.0
3924,0.7058823529411764,1.0,1.0,1.0
119349,0.23529411764705882,1.0,0.0,0.0
41395,0.7058823529411764,0.07,1.0,1.0
68340,0.9411764705882353,0.03,0.0,0.0
9770,0.7058823529411764,0.04,1.0,1.0
97182,0.8823529411764706,0.0,1.0,1.0
96919,0.8823529411764706,0.0,1.0,1.0
132853,0.8823529411764706,0.13,0.0,0.0
46635,0.7058823529411764,0.01,1.0,1.0
120039,0.23529411764705882,1.0,0.0,0.0
102598,0.23529411764705882,1.0,0.0,0.0
12822,0.23529411764705882,1.0,0.0,0.0
59061,0.23529411764705882,1.0,0.0,0.0
37666,0.23529411764705882,1.0,0.0,0.0
126991,0.23529411764705882,1.0,0.0,0.0
97616,0.7058823529411764,0.17,1.0,1.0
30685,0.11764705882352941,1.0,1.0,1.0
116248,0.23529411764705882,1.0,0.0,0.0
39880,0.23529411764705882,1.0,0.0,0.0
20839,0.23529411764705882,0.5,0.0,0.0
21727,0.23529411764705882,1.0,0.0,0.0
101337,0.23529411764705882,1.0,0.0,0.0
10285,0.8823529411764706,1.0,0.0,0.0
41895,0.23529411764705882,1.0,0.0,0.0
74690,0.23529411764705882,1.0,0.0,0.0
37883,0.23529411764705882,1.0,0.0,0.0
94056,0.23529411764705882,1.0,0.01,0.01
66452,0.23529411764705882,1.0,0.0,0.0
30146,0.23529411764705882,1.0,0.25,0.25
62293,1.0,1.0,0.53,0.0
130513,0.7058823529411764,0.1,1.0,1.0
22097,0.23529411764705882,1.0,0.0,0.28
130880,0.0,1.0,0.96,1.0
97270,0.23529411764705882,1.0,0.0,0.0
121402,0.23529411764705882,1.0,0.0,0.0
121984,0.7058823529411764,0.25,1.0,1.0
62338,0.23529411764705882,1.0,0.0,0.0
84302,0.23529411764705882,1.0,0.0,0.0
31795,0.7058823529411764,0.19,1.0,1.0
130153,0.23529411764705882,1.0,0.0,0.0
109143,0.8823529411764706,0.0,0.08,0.0
127047,0.23529411764705882,1.0,0.0,0.0
67171,0.7058823529411764,0.02,1.0,1.0
103412,0.23529411764705882,1.0,0.0,0.0
23151,0.23529411764705882,1.0,0.0,0.0
56569,0.23529411764705882,1.0,0.0,0.0
82409,0.23529411764705882,0.12,0.0,0.0
40014,0.23529411764705882,1.0,0.0,0.0
11023,0.23529411764705882,1.0,0.0,0.0
87885,0.23529411764705882,1.0,0.0,0.0
79768,0.23529411764705882,1.0,0.0,0.0
88074,0.7058823529411764,0.04,1.0,1.0
9661,0.23529411764705882,1.0,0.55,0.69
911,0.7058823529411764,0.0,1.0,1.0
51332,0.7058823529411764,0.05,1.0,1.0
35193,0.23529411764705882,1.0,0.0,0.0
104561,0.7058823529411764,0.38,1.0,1.0
74400,0.7058823529411764,0.02,1.0,1.0
104834,0.23529411764705882,1.0,0.0,0.0
108544,0.23529411764705882,1.0,0.0,0.0
75817,0.7058823529411764,0.02,1.0,1.0
85933,0.23529411764705882,1.0,0.0,0.0
13105,0.23529411764705882,1.0,0.0,0.0
29236,0.23529411764705882,1.0,0.33,0.33
22154,0.7058823529411764,0.16,1.0,1.0
27690,0.7058823529411764,0.06,1.0,1.0
111497,0.23529411764705882,1.0,0.0,0.0
20012,0.23529411764705882,0.25,0.0,0.0
48275,0.23529411764705882,1.0,0.0,0.0
95533,0.23529411764705882,1.0,0.0,0.0
50764,0.23529411764705882,1.0,0.0,0.0
26042,0.23529411764705882,1.0,0.0,0.0
11590,0.8823529411764706,0.01,0.0,0.0
68663,1.0,1.0,0.0,0.0
75396,0.8823529411764706,0.03,0.0,0.0
132645,0.23529411764705882,1.0,0.0,0.0
66499,0.7058823529411764,0.01,1.0,1.0
120627,0.7058823529411764,0.36,1.0,1.0
2944,0.23529411764705882,1.0,0.0,0.0
6481,0.7058823529411764,1.0,1.0,1.0
84983,0.7058823529411764,0.05,1.0,1.0
15905,0.7058823529411764,0.03,1.0,1.0
44045,0.7058823529411764,0.02,1.0,1.0
123178,0.7058823529411764,0.15,1.0,1.0
17374,0.7058823529411764,0.01,1.0,1.0
57728,0.7058823529411764,0.05,1.0,1.0
14962,0.23529411764705882,1.0,0.0,0.0
47659,0.23529411764705882,1.0,0.0,0.0
31245,0.1764705882352941,1.0,0.0,0.0
34037,0.23529411764705882,1.0,0.0,0.0
105519,0.23529411764705882,1.0,0.0,0.0
819,0.7058823529411764,0.07,1.0,1.0
68734,0.7058823529411764,0.03,1.0,1.0
7084,0.7058823529411764,1.0,1.0,1.0
130884,0.23529411764705882,1.0,0.0,0.0
128826,0.23529411764705882,1.0,0.01,0.01
96093,0.23529411764705882,1.0,0.0,0.0
112647,0.23529411764705882,1.0,0.0,0.0
35829,0.7058823529411764,0.01,1.0,1.0
123667,0.23529411764705882,1.0,0.0,0.01
129086,0.23529411764705882,1.0,0.0,0.0
83717,0.23529411764705882,1.0,0.0,0.0
53049,0.23529411764705882,1.0,0.71,0.74
103615,0.23529411764705882,1.0,0.0,0.0
87231,0.8823529411764706,0.0,0.0,0.0
10280,0.7058823529411764,0.01,1.0,1.0
76924,0.23529411764705882,1.0,0.0,0.0
118929,0.7058823529411764,0.18,1.0,1.0
66748,0.23529411764705882,1.0,0.0,0.0
27201,0.7058823529411764,0.11,1.0,1.0
101964,0.23529411764705882,1.0,0.0,0.0
74220,0.23529411764705882,0.5,0.0,0.0
48966,0.7058823529411764,0.03,1.0,1.0
7021,0.7058823529411764,1.0,1.0,1.0
3482,0.23529411764705882,1.0,0.0,0.0
125442,0.23529411764705882,1.0,0.0,0.0
112578,0.23529411764705882,1.0,0.0,0.0
54552,0.8823529411764706,1.0,0.0,0.0
101879,0.7058823529411764,0.07,1.0,1.0
343,0.23529411764705882,1.0,0.0,0.0
89113,0.23529411764705882,1.0,0.0,0.0
84228,0.23529411764705882,0.33,0.0,0.0
11388,0.23529411764705882,1.0,0.0,0.0
17511,0.23529411764705882,1.0,0.0,0.0
78367,0.23529411764705882,1.0,0.0,0.0
69596,0.8823529411764706,0.04,0.0,0.0
119880,0.23529411764705882,0.01,0.98,0.0
63171,0.7058823529411764,0.09,1.0,1.0
113509,0.23529411764705882,1.0,0.0,0.0
122449,0.23529411764705882,1.0,0.02,0.0
95661,0.7058823529411764,0.01,1.0,1.0
109618,0.23529411764705882,1.0,0.0,0.0
92642,0.23529411764705882,1.0,0.0,0.0
80993,0.23529411764705882,1.0,0.0,0.0
84318,0.23529411764705882,1.0,0.0,0.0
90664,0.23529411764705882,1.0,0.0,0.0
38731,0.23529411764705882,1.0,0.0,0.0
68309,0.23529411764705882,1.0,0.0,0.0
85054,0.7058823529411764,0.06,1.0,1.0
108298,0.23529411764705882,0.94,0.0,0.0
66663,0.23529411764705882,1.0,0.0,0.0
127997,0.7058823529411764,0.12,1.0,1.0
55066,0.7058823529411764,0.08,1.0,1.0
12897,0.23529411764705882,1.0,0.0,0.0
117741,0.23529411764705882,1.0,0.0,0.0
99785,0.8823529411764706,0.0,0.08,0.0
109093,0.7058823529411764,0.04,1.0,1.0
26370,0.23529411764705882,1.0,0.0,0.0
123519,0.7058823529411764,0.03,1.0,1.0
106136,0.23529411764705882,1.0,0.0,0.0
134891,0.23529411764705882,1.0,0.0,0.0
19867,0.23529411764705882,0.08,0.0,0.0
13805,0.7058823529411764,0.05,1.0,1.0
102619,0.23529411764705882,1.0,0.0,0.0
8155,0.7058823529411764,1.0,1.0,1.0
18758,0.23529411764705882,1.0,0.0,0.0
128928,0.7058823529411764,0.12,1.0,1.0
32857,0.7058823529411764,0.03,1.0,1.0
88673,0.23529411764705882,1.0,0.0,0.0
22132,0.23529411764705882,1.0,0.0,0.0
56881,0.7058823529411764,0.07,1.0,1.0
26442,0.23529411764705882,1.0,0.0,0.0
36983,0.7058823529411764,0.13,1.0,1.0
111742,0.8823529411764706,0.06,0.0,0.0
70172,0.8823529411764706,0.02,0.0,0.0
58210,0.8823529411764706,0.02,0.0,0.0
8602,0.23529411764705882,0.83,0.0,0.0
53911,0.23529411764705882,1.0,0.0,0.0
28741,0.7058823529411764,1.0,1.0,1.0
30501,0.23529411764705882,1.0,0.16,0.16
16843,0.23529411764705882,0.98,0.0,0.0
121582,0.23529411764705882,1.0,0.0,0.0
69112,0.23529411764705882,1.0,0.0,0.0
56233,0.7058823529411764,0.02,1.0,1.0
81447,0.7058823529411764,0.09,1.0,1.0
33172,0.23529411764705882,1.0,0.0,0.0
95038,0.23529411764705882,1.0,0.0,0.0
128258,0.23529411764705882,1.0,0.0,0.0
122681,0.7058823529411764,0.05,1.0,1.0
38220,0.23529411764705882,1.0,0.0,0.0
39381,0.23529411764705882,1.0,0.0,0.0
125626,0.23529411764705882,0.93,0.0,0.0
51142,0.23529411764705882,0.07,0.01,0.0
107277,0.23529411764705882,1.0,0.0,0.0
46146,0.23529411764705882,1.0,0.01,0.0
127658,0.7058823529411764,0.1,1.0,1.0
25987,0.23529411764705882,1.0,0.0,0.0
62060,0.7058823529411764,0.04,1.0,1.0
71474,1.0,1.0,0.0,0.0
61305,0.23529411764705882,1.0,0.0,0.0
63232,0.23529411764705882,1.0,0.01,0.0
23752,0.23529411764705882,1.0,0.0,0.0
115469,0.7058823529411764,0.02,1.0,1.0
116407,0.23529411764705882,1.0,0.01,0.0
93382,0.23529411764705882,0.33,0.0,0.0
107920,0.23529411764705882,1.0,0.0,0.0
22845,0.23529411764705882,1.0,0.0,0.0
131677,0.23529411764705882,1.0,0.0,0.0
43228,0.23529411764705882,0.99,0.0,0.0
60698,0.23529411764705882,1.0,0.0,0.01
96044,0.23529411764705882,1.0,0.0,0.0
132446,0.23529411764705882,1.0,0.0,0.0
12841,0.23529411764705882,1.0,0.0,0.0
89976,0.23529411764705882,1.0,0.0,0.0
87651,0.7058823529411764,0.0,0.09,1.0
84508,0.23529411764705882,1.0,0.0,0.0
81406,0.8823529411764706,0.03,0.0,0.0
42504,0.7058823529411764,0.04,1.0,1.0
109240,0.23529411764705882,1.0,0.0,0.0
86532,0.7058823529411764,0.05,1.0,1.0
70406,0.7058823529411764,0.15,1.0,1.0
135483,0.7058823529411764,0.06,1.0,1.0
111618,0.7058823529411764,0.29,1.0,1.0
101416,0.8823529411764706,0.02,0.0,0.0
68741,0.23529411764705882,1.0,0.0,0.0
120137,0.23529411764705882,1.0,0.0,0.0
81709,0.23529411764705882,1.0,0.0,0.0
42889,0.23529411764705882,1.0,0.0,0.0
94764,0.7058823529411764,0.08,1.0,1.0
132286,0.23529411764705882,0.11,0.0,0.0
79235,0.7058823529411764,0.04,1.0,1.0
130583,0.23529411764705882,1.0,0.0,0.0
67516,0.23529411764705882,1.0,0.0,0.0
12254,0.8823529411764706,1.0,0.0,0.0
107302,0.23529411764705882,1.0,0.0,0.01
24864,0.23529411764705882,1.0,0.0,0.0
90430,0.23529411764705882,1.0,0.0,0.0
1100,0.7058823529411764,0.15,1.0,1.0
67120,0.23529411764705882,1.0,0.0,0.0
85835,0.23529411764705882,1.0,0.0,0.0
15445,0.23529411764705882,1.0,0.0,0.0
114488,0.7058823529411764,0.0,1.0,1.0
74248,0.7058823529411764,0.05,1.0,1.0
119311,0.7058823529411764,0.04,1.0,1.0
51913,0.23529411764705882,1.0,0.0,0.0
80470,0.23529411764705882,1.0,0.0,0.0
106153,0.7058823529411764,0.02,1.0,1.0
133328,0.23529411764705882,0.14,0.0,0.0
7568,0.7058823529411764,1.0,1.0,1.0
76399,0.23529411764705882,1.0,0.0,0.0
50605,0.7058823529411764,0.07,1.0,1.0
36181,0.9411764705882353,0.05,0.0,0.0
78830,0.23529411764705882,1.0,0.0,0.0
6751,0.7058823529411764,1.0,1.0,1.0
41154,0.8823529411764706,1.0,0.0,0.0
17527,0.23529411764705882,1.0,0.0,0.0
10982,0.23529411764705882,1.0,0.0,0.0
57979,0.23529411764705882,1.0,0.0,0.0
16259,0.23529411764705882,1.0,0.0,0.0
6963,0.7058823529411764,1.0,1.0,1.0
57859,0.7058823529411764,0.05,1.0,1.0
27453,0.8823529411764706,0.03,0.0,0.0
107772,0.7058823529411764,0.01,1.0,1.0
14139,0.23529411764705882,1.0,0.0,0.0
125962,0.23529411764705882,1.0,0.0,0.0
72339,0.8823529411764706,0.01,0.0,0.0
63315,0.23529411764705882,1.0,0.0,0.0
56703,0.23529411764705882,0.99,0.0,0.0
47836,0.23529411764705882,1.0,0.0,0.0
3307,0.7058823529411764,0.03,1.0,1.0
34432,0.23529411764705882,1.0,0.01,0.0
8149,0.7058823529411764,1.0,1.0,1.0
86753,0.9411764705882353,1.0,0.0,0.0
44189,0.7058823529411764,0.32,1.0,1.0
94150,0.7058823529411764,0.07,1.0,1.0
70443,0.23529411764705882,1.0,0.0,0.0
78487,0.23529411764705882,1.0,0.0,0.0
47065,0.23529411764705882,1.0,0.0,0.0
34783,0.23529411764705882,1.0,0.0,0.0
93310,0.23529411764705882,1.0,0.0,0.0
79875,0.23529411764705882,1.0,0.0,0.0
110523,0.23529411764705882,1.0,0.0,0.0
24581,0.23529411764705882,0.06,0.0,0.0
113004,0.8823529411764706,0.02,0.0,0.0
3743,0.7058823529411764,1.0,1.0,1.0
31723,0.8823529411764706,1.0,0.0,0.01
118081,0.23529411764705882,1.0,0.0,0.0
95976,0.23529411764705882,1.0,0.0,0.0
129373,0.7058823529411764,0.05,1.0,1.0
126720,0.23529411764705882,1.0,0.0,0.0
128999,0.8823529411764706,1.0,0.0,0.0
71834,0.9411764705882353,0.33,0.0,0.0
29910,0.23529411764705882,1.0,0.41,0.41
57935,0.7058823529411764,0.05,1.0,1.0
3164,0.7058823529411764,0.0,1.0,1.0
122188,0.23529411764705882,1.0,0.0,0.0
21510,0.23529411764705882,1.0,0.0,0.0
133699,0.23529411764705882,1.0,0.0,0.0
87940,0.23529411764705882,1.0,0.0,0.0
64990,0.23529411764705882,1.0,0.0,0.0
117127,0.7058823529411764,0.09,1.0,1.0
98850,0.23529411764705882,1.0,0.0,0.0
104258,0.23529411764705882,1.0,0.03,0.0
8367,0.7058823529411764,1.0,1.0,1.0
14444,0.7058823529411764,0.06,1.0,1.0
70909,0.23529411764705882,1.0,0.0,0.0
14440,0.23529411764705882,1.0,0.07,0.0
35410,0.7058823529411764,0.09,1.0,1.0
100217,0.7058823529411764,0.48,1.0,1.0
39136,0.23529411764705882,0.5,0.0,0.0
23612,0.23529411764705882,1.0,0.0,0.0
71773,0.23529411764705882,1.0,0.0,0.0
112573,0.8823529411764706,0.13,0.0,0.0
134956,0.23529411764705882,1.0,0.01,0.01
45953,0.7058823529411764,0.13,1.0,1.0
38469,0.7058823529411764,0.24,1.0,1.0
65540,0.23529411764705882,0.67,0.0,0.0
128344,0.23529411764705882,1.0,0.04,0.01
115803,0.23529411764705882,1.0,0.0,0.0
93260,0.8823529411764706,1.0,0.0,0.0
120049,0.23529411764705882,0.5,0.0,0.0
13857,0.23529411764705882,1.0,0.01,0.01
115613,0.7058823529411764,0.54,1.0,1.0
5720,0.7058823529411764,1.0,1.0,1.0
98376,0.7058823529411764,1.0,0.9,0.9
27502,0.23529411764705882,0.5,0.0,0.0
20571,0.9411764705882353,0.1,0.0,0.0
1663,0.7058823529411764,0.05,0.63,1.0
69123,1.0,1.0,0.0,0.0
122325,0.23529411764705882,1.0,0.0,0.0
66410,0.7058823529411764,0.02,1.0,1.0
84723,0.23529411764705882,1.0,0.01,0.01
107169,0.23529411764705882,1.0,0.0,0.0
113820,0.7058823529411764,0.46,1.0,1.0
54387,0.23529411764705882,1.0,0.0,0.0
100528,0.23529411764705882,1.0,0.0,0.0
45028,0.23529411764705882,1.0,0.0,0.0
4804,0.7058823529411764,1.0,1.0,1.0
68707,0.23529411764705882,1.0,0.0,0.0
86121,0.7058823529411764,0.05,1.0,1.0
21955,0.23529411764705882,1.0,0.0,0.0
58916,0.23529411764705882,1.0,0.0,0.0
64027,0.9411764705882353,0.08,0.0,0.0
86930,0.23529411764705882,1.0,0.0,0.01
113635,0.23529411764705882,1.0,0.0,0.0
15870,0.8823529411764706,0.41,0.0,0.0
72593,0.7058823529411764,0.08,1.0,1.0
109200,0.23529411764705882,1.0,0.0,0.0
29947,0.23529411764705882,1.0,0.0,0.0
91165,0.7058823529411764,0.04,1.0,1.0
103787,0.23529411764705882,1.0,0.0,0.0
79987,0.23529411764705882,1.0,0.0,0.0
58967,0.23529411764705882,1.0,0.0,0.0
91250,0.7058823529411764,0.04,1.0,1.0
37052,0.8823529411764706,1.0,0.0,0.0
48337,0.8823529411764706,0.0,0.09,0.0
63376,0.23529411764705882,1.0,0.0,0.0
76345,0.7058823529411764,0.02,1.0,1.0
118364,0.23529411764705882,1.0,0.0,0.0
