,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
33622,0,2,4,0,5690,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
33932,49,2,4,2402,3939,0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
35726,0,2,4,0,2072,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
38829,176,2,4,1559,2732,0,0,0,3,0,1,4,1,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,8,1.0,0.0,0.12,0.0,0.0,0.0,0.12,0.12,3
45026,150,2,4,1587,6707,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
45566,61,2,4,294,3929,0,0,0,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,4,0.02,0.02,0.0,0.0,0.0,0.25,0.73,0.25,3
49141,0,1,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3
50012,0,2,4,0,5014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.67,0.67,0.0,2,4,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,3
50692,321,2,13,1506,1887,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,151,1,0.99,0.0,0.01,1.0,0.01,0.06,0.0,6,6,1.0,0.0,0.17,0.0,0.0,0.0,0.17,0.17,3
50860,60,2,4,90,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,2,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3
54454,184,2,4,1511,2957,0,0,0,3,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3,1.0,0.0,1.0,0.67,0.0,0.0,0.0,0.0,3
57057,79,2,4,281,1301,0,0,0,2,0,1,1,1,0,0,4,2,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,10,1.0,0.0,1.0,0.3,0.0,0.0,0.0,0.1,3
61608,0,2,4,0,2072,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,84,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,3
62196,60,2,4,2328,4551,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
62517,305,2,4,1735,2766,0,0,0,3,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,4,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3
69773,61,2,4,2336,4194,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,9,1.0,0.0,0.11,0.0,0.0,0.0,0.11,0.11,3
73393,60,2,4,86,183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3
74314,25,2,4,269,2333,0,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69,2,0.03,0.06,0.01,0.0,0.0,0.0,0.0,0.0,3
77454,54,2,4,260,2635,0,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3
77783,45,2,4,2336,4201,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.5,0.0,0.5,1.0,0.0,7,7,1.0,0.0,0.14,0.0,0.0,0.0,0.14,0.14,3
77797,103,2,4,302,8876,0,0,0,2,0,1,4,1,0,3,4,2,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
78249,0,2,4,0,5636,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,41,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,3
80323,162,2,4,1567,2738,0,0,0,3,0,1,4,1,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,3
82213,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
85122,47,2,4,2402,3816,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,10,1.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,3
86137,0,2,4,0,5020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,83,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,3
87816,31,2,4,2402,3814,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3
90559,7,2,4,226,698,0,0,0,4,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
92533,0,2,4,0,5928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,82,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,3
96160,4294878900,2,4,15,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
96161,4294650977,2,15,47,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,1,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,3
96162,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1,0.33,0.66,1.0,0.66,0.33,1.0,0.33,1.0,3
96163,0,2,0,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5,2,0.4,0.6,0.5,0.6,0.4,0.5,0.2,0.0,3
96164,3785248169,2,15,58,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.33,1.0,0.33,1.0,0.66,0.33,0.0,5,2,0.4,0.6,0.5,0.6,0.2,0.5,0.2,0.5,3
96165,3577378096,2,13,375,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6,1,0.16,0.83,1.0,0.83,0.33,0.0,0.16,0.0,3
96166,3577365482,2,15,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3
96167,3577365480,2,15,169,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,3
96168,4294961143,2,4,127,8867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
96169,4294960717,2,4,150,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.33,1.0,0.0,1.0,1.0,0.0,0.0,3,3,1.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,3
96170,4294960548,2,15,242,13633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,3,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,3
96171,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.0,1.0,0.0,1.0,0.1,0.9,0.0,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.0,0.0,3
96172,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1.0,0.33,0.1,0.0,0.1,0.9,0.66,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.07,1.0,3
96173,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,0.4,1.0,0.1,0.9,0.0,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.3,1.0,3
96174,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,0.2,0.0,0.1,0.9,0.0,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.15,1.0,3
96175,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,0.5,1.0,0.1,0.9,0.0,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.38,1.0,3
96176,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,0.6,1.0,0.1,0.9,0.0,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.46,1.0,3
96177,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,0.3,1.0,0.1,0.9,0.0,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.23,1.0,3
96178,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,0.7,1.0,0.1,0.9,0.0,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.53,1.0,3
96179,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,0.8,1.0,0.1,0.9,0.0,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.61,1.0,3
96180,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,0.9,1.0,0.1,0.9,0.0,13,1,0.07,0.92,1.0,0.92,0.76,1.0,0.69,1.0,3
96181,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1.0,1.0,0.45,1.0,0.04,0.95,0.0,25,1,0.04,0.96,1.0,0.96,0.88,1.0,0.4,1.0,3
96182,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1.0,1.0,0.5,1.0,0.04,0.95,0.0,25,1,0.04,0.96,1.0,0.96,0.88,1.0,0.44,1.0,3
96183,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.97,1.0,0.34,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.9,1.0,0.31,0.0,3
96184,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.92,1.0,0.44,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.85,1.0,0.41,0.0,3
96185,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.97,1.0,0.36,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.9,1.0,0.34,1.0,3
96186,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.97,1.0,0.31,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.9,1.0,0.29,1.0,3
96187,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.92,1.0,0.44,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.85,1.0,0.41,0.0,3
96188,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.97,1.0,0.34,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.9,1.0,0.31,1.0,3
96189,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.94,1.0,0.39,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.87,1.0,0.36,1.0,3
96190,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.94,1.0,0.42,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.87,1.0,0.39,1.0,3
96191,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.92,1.0,0.44,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.85,1.0,0.41,0.0,3
96192,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.92,1.0,0.44,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.85,1.0,0.41,1.0,3
96193,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.94,1.0,0.44,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.87,1.0,0.41,0.0,3
96194,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.97,1.0,0.44,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.9,1.0,0.41,0.0,3
96195,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.97,1.0,0.44,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.9,1.0,0.41,0.0,3
96196,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.44,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.41,0.0,3
96197,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.97,1.0,0.44,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.9,1.0,0.41,0.0,3
96198,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.5,0.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.46,0.0,3
96199,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.97,1.0,0.47,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.9,1.0,0.43,1.0,3
96200,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.97,1.0,0.5,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.9,1.0,0.46,1.0,3
96201,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.52,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.48,1.0,3
96202,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.55,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.51,1.0,3
96203,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.57,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.53,1.0,3
96204,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.6,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.56,1.0,3
96205,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.63,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.58,1.0,3
96206,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.65,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.6,1.0,3
96207,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.68,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.63,1.0,3
96208,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1.0,1.0,0.71,1.0,0.02,0.97,0.0,41,1,0.02,0.97,1.0,0.97,0.92,1.0,0.65,1.0,3
96209,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,1.0,1.0,0.65,1.0,0.02,0.97,0.0,46,1,0.02,0.97,1.0,0.97,0.93,1.0,0.6,1.0,3
96210,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1.0,1.0,0.65,1.0,0.02,0.97,0.0,47,1,0.02,0.97,1.0,0.97,0.93,1.0,0.61,1.0,3
96211,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1.0,1.0,0.68,1.0,0.02,0.97,0.0,47,1,0.02,0.97,1.0,0.97,0.93,1.0,0.63,1.0,3
96212,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,1.0,1.0,0.67,1.0,0.02,0.97,0.0,49,1,0.02,0.97,1.0,0.97,0.93,1.0,0.63,1.0,3
96213,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,1.0,1.0,0.68,1.0,0.02,0.97,0.0,50,1,0.02,0.98,1.0,0.98,0.94,1.0,0.64,1.0,3
96214,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,1.0,1.0,0.7,1.0,0.02,0.97,0.0,50,1,0.02,0.98,1.0,0.98,0.94,1.0,0.66,1.0,3
96215,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1.0,1.0,0.7,1.0,0.02,0.97,0.0,51,1,0.01,0.98,1.0,0.98,0.94,1.0,0.66,1.0,3
96216,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.58,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.56,1.0,3
96217,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.6,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.57,1.0,3
96218,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,1.0,1.0,0.55,0.0,0.01,0.98,0.0,81,1,0.01,0.98,1.0,0.98,0.96,1.0,0.53,0.0,3
96219,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.61,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.59,1.0,3
96220,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.62,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.6,1.0,3
96221,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.63,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.61,1.0,3
96222,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.98,1.0,0.45,1.0,0.01,0.98,0.0,80,1,0.01,0.98,1.0,0.98,0.95,1.0,0.43,1.0,3
96223,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.98,1.0,0.46,1.0,0.01,0.98,0.0,80,1,0.01,0.98,1.0,0.98,0.95,1.0,0.45,1.0,3
96224,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.98,1.0,0.48,1.0,0.01,0.98,0.0,80,1,0.01,0.98,1.0,0.98,0.95,1.0,0.46,1.0,3
96225,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.64,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.62,1.0,3
96226,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.68,0.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.65,0.0,3
96227,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0.98,1.0,0.65,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.95,1.0,0.63,1.0,3
96228,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.98,1.0,0.49,1.0,0.01,0.98,0.0,80,1,0.01,0.98,1.0,0.98,0.95,1.0,0.47,1.0,3
96229,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.98,1.0,0.5,1.0,0.01,0.98,0.0,80,1,0.01,0.98,1.0,0.98,0.95,1.0,0.48,1.0,3
96230,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.98,1.0,0.51,1.0,0.01,0.98,0.0,80,1,0.01,0.98,1.0,0.98,0.95,1.0,0.5,1.0,3
96231,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0.98,1.0,0.67,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.95,1.0,0.64,1.0,3
96232,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0.98,1.0,0.68,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.95,1.0,0.65,1.0,3
96233,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.98,1.0,0.53,1.0,0.01,0.98,0.0,80,1,0.01,0.98,1.0,0.98,0.95,1.0,0.51,1.0,3
96234,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.98,1.0,0.54,1.0,0.01,0.98,0.0,80,1,0.01,0.98,1.0,0.98,0.95,1.0,0.52,1.0,3
96235,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.98,1.0,0.55,1.0,0.01,0.98,0.0,80,1,0.01,0.98,1.0,0.98,0.95,1.0,0.53,1.0,3
96236,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.51,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.5,1.0,3
96237,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.69,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.67,1.0,3
96238,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.0,1.0,0.7,1.0,0.01,0.98,0.0,88,1,0.01,0.98,1.0,0.98,0.96,1.0,0.68,1.0,3
